EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile,ResidentDataBase64,ResidentDataHex,ResidentDataASCII
1852,1852,True,459,459,.\WINDOWS\system32,rasmontr.dll,.dll,143360,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4791248,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.0423072,2004-08-19 00:00:00.0000000,0,24060511,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1853,1853,True,459,459,.\WINDOWS\system32,rasmxs.dll,.dll,22528,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4791248,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.0723504,2004-08-19 00:00:00.0000000,0,24060540,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1854,1854,True,459,459,.\WINDOWS\system32,rasphone.exe,.exe,54272,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4891392,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.0823648,2004-08-19 00:00:00.0000000,0,23775003,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1855,1855,True,459,459,.\WINDOWS\system32,rasppp.dll,.dll,193536,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4891392,2001-08-23 18:00:00.0000000,2004-08-27 15:08:46.0861648,2004-08-19 00:00:00.0000000,0,38078798,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1856,1856,True,459,459,.\WINDOWS\system32,rasrad.dll,.dll,23552,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4891392,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.3126960,2004-08-19 00:00:00.0000000,0,24060685,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1857,1857,True,459,459,.\WINDOWS\system32,rassapi.dll,.dll,13824,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4891392,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.3427392,2004-08-19 00:00:00.0000000,0,24060714,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1858,1858,True,459,459,.\WINDOWS\system32,rasser.dll,.dll,12800,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4991536,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.3527536,2004-08-19 00:00:00.0000000,0,23780115,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1859,1859,True,459,459,.\WINDOWS\system32,rastapi.dll,.dll,53760,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4991536,2001-08-23 18:00:00.0000000,2004-08-27 15:08:45.2449552,2004-08-19 00:00:00.0000000,0,38078119,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1860,1860,True,459,459,.\WINDOWS\system32,rcbdyctl.dll,.dll,96256,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4991536,2001-08-23 18:00:00.0000000,2004-08-20 21:13:18.6375872,2004-08-19 00:00:00.0000000,0,36666362,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1861,1861,True,459,459,.\WINDOWS\system32,rcimlby.exe,.exe,34304,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 23:05:04.6863200,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.6131280,2004-08-19 00:00:00.0000000,0,27010523,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1862,1862,True,459,459,.\WINDOWS\system32,rcp.exe,.exe,19968,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5091680,2001-08-23 18:00:00.0000000,2004-08-19 22:46:24.9536176,2004-08-19 00:00:00.0000000,0,24060888,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1863,1863,True,459,459,.\WINDOWS\system32,recover.exe,.exe,7168,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5091680,2001-08-23 18:00:00.0000000,2004-08-19 22:46:26.1152880,2004-08-19 00:00:00.0000000,0,24061298,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1864,1864,True,459,459,.\WINDOWS\system32,gpupdate.exe,.exe,57344,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.6765328,2001-08-23 18:00:00.0000000,2004-08-19 22:43:25.2151664,2004-08-19 00:00:00.0000000,0,21898484,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1865,1865,True,459,459,.\WINDOWS\system32,redir.exe,.exe,3338,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5091680,2001-08-23 18:00:00.0000000,2004-08-19 22:46:26.2254464,2004-08-19 00:00:00.0000000,0,23812895,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1866,1866,True,459,459,.\WINDOWS\system32,reg.exe,.exe,48128,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5191824,2001-08-23 18:00:00.0000000,2004-08-19 22:46:26.3055616,2004-08-19 00:00:00.0000000,0,24061327,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1867,1867,True,459,459,.\WINDOWS\system32,regedt32.exe,.exe,3584,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5191824,2001-08-23 18:00:00.0000000,2004-08-19 22:46:26.4557776,2004-08-19 00:00:00.0000000,0,24061385,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1868,1868,True,459,459,.\WINDOWS\system32,regwiz.exe,.exe,4608,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5291968,2001-08-23 18:00:00.0000000,2004-08-19 22:46:28.5988592,2004-08-19 00:00:00.0000000,0,24061517,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1869,1869,True,459,459,.\WINDOWS\system32,regwizc.dll,.dll,387584,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5291968,2001-08-23 18:00:00.0000000,2004-08-19 22:46:28.9994352,2004-08-19 00:00:00.0000000,0,24139991,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1870,1870,True,459,459,.\WINDOWS\system32,relog.exe,.exe,32768,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5291968,2001-08-23 18:00:00.0000000,2004-08-19 22:46:29.1796944,2004-08-19 00:00:00.0000000,0,23837854,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1871,1871,True,459,459,.\WINDOWS\system32,remotesp.tsp,.tsp,72192,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5291968,2001-08-23 18:00:00.0000000,2004-08-19 22:46:29.2698240,2004-08-19 00:00:00.0000000,0,24140055,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1872,1872,True,459,459,.\WINDOWS\system32,rend.dll,.dll,107520,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5392112,2001-08-23 18:00:00.0000000,2004-08-19 22:46:29.3399248,2004-08-19 00:00:00.0000000,0,24140084,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1873,1873,True,459,459,.\WINDOWS\system32,replace.exe,.exe,12800,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5392112,2001-08-23 18:00:00.0000000,2004-08-19 22:46:29.4701120,2004-08-19 00:00:00.0000000,0,23841465,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1874,1874,True,459,459,.\WINDOWS\system32,resutils.dll,.dll,54784,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5392112,2001-08-23 18:00:00.0000000,2004-08-27 15:08:18.9079072,2004-08-19 00:00:00.0000000,0,38006035,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1875,1875,True,459,459,.\WINDOWS\system32,rexec.exe,.exe,11776,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5392112,2001-08-23 18:00:00.0000000,2004-08-19 22:46:29.5602416,2004-08-19 00:00:00.0000000,0,23843663,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1876,1876,True,459,459,.\WINDOWS\system32,riched32.dll,.dll,3584,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5492256,2001-08-23 18:00:00.0000000,2004-08-20 15:12:57.9206752,2004-08-19 00:00:00.0000000,0,28229872,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1877,1877,True,459,459,.\WINDOWS\system32,rnr20.dll,.dll,3072,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5492256,2001-08-23 18:00:00.0000000,2004-08-19 22:46:30.1611056,2004-08-19 00:00:00.0000000,0,24140488,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1878,1878,True,459,459,.\WINDOWS\system32,route.exe,.exe,19968,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5492256,2001-08-23 18:00:00.0000000,2004-08-19 22:46:30.5817104,2004-08-19 00:00:00.0000000,0,23854433,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1879,1879,True,459,459,.\WINDOWS\system32,routemon.exe,.exe,25600,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5592400,2001-08-23 18:00:00.0000000,2004-08-19 22:46:30.7118976,2004-08-19 00:00:00.0000000,0,24140546,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1880,1880,True,459,459,.\WINDOWS\system32,routetab.dll,.dll,6656,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5592400,2001-08-23 18:00:00.0000000,2004-08-19 22:46:30.8921568,2004-08-19 00:00:00.0000000,0,24140575,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1881,1881,True,459,459,.\WINDOWS\system32,rpcns4.dll,.dll,22016,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5592400,2001-08-23 18:00:00.0000000,2004-08-19 22:46:30.9822864,2004-08-19 00:00:00.0000000,0,24140604,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1882,1882,True,459,459,.\WINDOWS\system32,rsaci.rat,.rat,3167,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5692544,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9663764,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1883,1883,True,459,459,.\WINDOWS\system32,rsfsaps.dll,.dll,28672,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5692544,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.2340864,2004-08-19 00:00:00.0000000,0,24183076,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1884,1884,True,459,459,.\WINDOWS\system32,rsh.exe,.exe,13312,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5692544,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.2741440,2004-08-19 00:00:00.0000000,0,24183105,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1885,1885,True,459,459,.\WINDOWS\system32,rshx32.dll,.dll,35840,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5692544,2001-08-23 18:00:00.0000000,2004-08-20 15:19:19.6195312,2004-08-19 00:00:00.0000000,0,28449484,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1886,1886,True,459,459,.\WINDOWS\system32,rsm.exe,.exe,49152,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5792688,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.3142016,2004-08-19 00:00:00.0000000,0,23879120,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1887,1887,True,459,459,.\WINDOWS\system32,rsmps.dll,.dll,18432,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5792688,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.3442448,2004-08-19 00:00:00.0000000,0,24193077,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1888,1888,True,459,459,.\WINDOWS\system32,rsmsink.exe,.exe,24576,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5792688,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.3843024,2004-08-19 00:00:00.0000000,0,24194037,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1889,1889,True,459,459,.\WINDOWS\system32,rsmui.exe,.exe,49152,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5792688,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.4243600,2004-08-19 00:00:00.0000000,0,24194074,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1890,1890,True,459,459,.\WINDOWS\system32,rsnotify.exe,.exe,103424,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5892832,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.4544032,2004-08-19 00:00:00.0000000,0,24199133,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1891,1891,True,459,459,.\WINDOWS\system32,rsop.msc,.msc,44451,1,,False,False,False,False,True,False,ReadOnly,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 22:33:26.7345936,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,16936840,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1892,1892,True,459,459,.\WINDOWS\system32,rsopprov.exe,.exe,62976,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5892832,2001-08-23 18:00:00.0000000,2004-08-19 22:46:32.5245040,2004-08-19 00:00:00.0000000,0,24203406,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1893,1893,True,459,459,.\WINDOWS\system32,rsvp.exe,.exe,132608,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5892832,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.0051952,2004-08-19 00:00:00.0000000,0,24240662,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1894,1894,True,459,459,.\WINDOWS\system32,rsvp.ini,.ini,12082,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5992976,2001-08-23 18:00:00.0000000,2004-08-19 22:20:40.2624608,2004-08-19 00:00:00.0000000,0,13176871,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1895,1895,True,459,459,.\WINDOWS\system32,rsvpcnts.h,.h,3178,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5992976,2001-08-23 18:00:00.0000000,2004-08-19 22:20:39.8418560,2004-08-19 00:00:00.0000000,0,11219013,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1896,1896,True,459,459,.\WINDOWS\system32,rsvpmsg.dll,.dll,23552,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5992976,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.0352384,2004-08-19 00:00:00.0000000,0,24241529,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1897,1897,True,459,459,.\WINDOWS\system32,rsvpperf.dll,.dll,9728,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5992976,2001-08-23 18:00:00.0000000,2004-08-19 22:57:52.3646720,2004-08-19 00:00:00.0000000,0,26910298,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1898,1898,True,459,459,.\WINDOWS\system32,rsvpsp.dll,.dll,90112,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.5992976,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.1153536,2004-08-19 00:00:00.0000000,0,24242386,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1899,1899,True,459,459,.\WINDOWS\system32,rtcdll.dll,.dll,550400,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6093120,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.2455408,2004-08-19 00:00:00.0000000,0,24257562,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1900,1900,True,459,459,.\WINDOWS\system32,rtcshare.exe,.exe,74240,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6093120,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.3356704,2004-08-19 00:00:00.0000000,0,24257591,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1901,1901,True,459,459,.\WINDOWS\system32,rtipxmib.dll,.dll,29696,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6093120,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.3556992,2004-08-19 00:00:00.0000000,0,24257620,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1902,1902,True,459,459,.\WINDOWS\system32,rtm.dll,.dll,98304,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6093120,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.4258000,2004-08-19 00:00:00.0000000,0,24257714,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1903,1903,True,459,459,.\WINDOWS\system32,runas.exe,.exe,16384,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6193264,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.5159296,2004-08-19 00:00:00.0000000,0,24257743,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1904,1904,True,459,459,.\WINDOWS\system32,runonce.exe,.exe,12288,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6193264,2001-08-23 18:00:00.0000000,2004-08-19 22:46:33.5860304,2004-08-19 00:00:00.0000000,0,24257801,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1905,1905,True,459,459,.\WINDOWS\system32,savedump.exe,.exe,19456,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6293408,2001-08-23 18:00:00.0000000,2004-08-19 22:46:38.4630432,2004-08-19 00:00:00.0000000,0,25206900,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1906,1906,True,459,459,.\WINDOWS\system32,sc.exe,.exe,31232,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6293408,2001-08-23 18:00:00.0000000,2004-08-19 22:46:38.4830720,2004-08-19 00:00:00.0000000,0,25206929,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1907,1907,True,459,459,.\WINDOWS\system32,scarddlg.dll,.dll,66560,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6293408,2001-08-23 18:00:00.0000000,2004-08-19 22:34:12.7507616,2004-08-19 00:00:00.0000000,0,17048369,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1908,1908,True,459,459,.\WINDOWS\system32,scardssp.dll,.dll,118784,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6393552,2001-08-23 18:00:00.0000000,2004-08-19 22:46:38.5932304,2004-08-19 00:00:00.0000000,0,25208102,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1909,1909,True,459,459,.\WINDOWS\system32,scardsvr.exe,.exe,93184,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6393552,2001-08-23 18:00:00.0000000,2004-08-19 22:46:38.7734896,2004-08-19 00:00:00.0000000,0,25208367,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1910,1910,True,459,459,.\WINDOWS\system32,sccbase.dll,.dll,169984,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6393552,2001-08-23 18:00:00.0000000,2004-08-19 22:46:39.0138352,2004-08-19 00:00:00.0000000,0,25208864,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1911,1911,True,459,459,.\WINDOWS\system32,sccsccp.dll,.dll,171008,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.6393552,2001-08-23 18:00:00.0000000,2004-08-19 22:46:39.0839360,2004-08-19 00:00:00.0000000,0,25208893,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
